Month,Year,P,D,E,CPI,Date.Frac,GS10,RP,RD,RE,PE10
6,1895,4.7,0.2,0.21,7.04,1895.46,3.52,158.1977273,6.73,7.07,17.21
7,1895,4.72,0.2,0.21,6.95,1895.54,3.53,160.9282302,6.82,7.16,17.55
8,1895,4.79,0.2,0.22,6.85,1895.62,3.54,165.6990365,6.92,7.61,18.07
9,1895,4.82,0.2,0.23,6.85,1895.71,3.55,166.7368175,6.92,7.96,18.2
10,1895,4.75,0.19,0.24,6.85,1895.79,3.57,164.3153285,6.57,8.30,17.94
11,1895,4.59,0.19,0.24,6.85,1895.87,3.58,158.7804964,6.57,8.30,17.34
12,1895,4.32,0.19,0.25,6.76,1895.96,3.59,151.4300592,6.66,8.76,16.55
1,1896,4.27,0.19,0.25,6.66,1896.04,3.6,151.9248048,6.76,8.89,16.58
2,1896,4.45,0.19,0.24,6.57,1896.12,3.58,160.4980213,6.85,8.66,17.52
3,1896,4.38,0.19,0.24,6.57,1896.21,3.57,157.9733333,6.85,8.66,17.23
4,1896,4.42,0.19,0.24,6.47,1896.29,3.55,161.8799382,6.96,8.79,17.64
5,1896,4.4,0.19,0.23,6.37,1896.37,3.53,163.677237,7.07,8.56,17.83
6,1896,4.32,0.19,0.23,6.28,1896.46,3.52,163.0043312,7.17,8.68,17.78
7,1896,4.04,0.18,0.23,6.28,1896.54,3.5,152.4392357,6.79,8.68,16.64
8,1896,3.81,0.18,0.22,6.28,1896.62,3.48,143.7607643,6.79,8.30,15.7
9,1896,4.01,0.18,0.22,6.28,1896.71,3.47,151.3072611,6.79,8.30,16.54
10,1896,4.1,0.18,0.22,6.47,1896.79,3.45,150.1601236,6.59,8.06,16.44
11,1896,4.38,0.18,0.21,6.66,1896.87,3.43,155.8385586,6.40,7.47,17.09
12,1896,4.22,0.18,0.21,6.66,1896.96,3.42,150.1458258,6.40,7.47,16.5
1,1897,4.22,0.18,0.22,6.47,1897.04,3.4,154.5550541,6.59,8.06,17.03
2,1897,4.18,0.18,0.23,6.47,1897.12,3.4,153.0900773,6.59,8.42,16.89
3,1897,4.19,0.18,0.24,6.47,1897.21,3.39,153.4563215,6.59,8.79,16.96
4,1897,4.06,0.18,0.24,6.37,1897.29,3.39,151.0294505,6.70,8.93,16.7
5,1897,4.08,0.18,0.25,6.28,1897.37,3.38,153.948535,6.79,9.43,17.05
6,1897,4.27,0.18,0.26,6.28,1897.46,3.38,161.117707,6.79,9.81,17.85
7,1897,4.46,0.18,0.27,6.28,1897.54,3.38,168.286879,6.79,10.19,18.65
8,1897,4.75,0.18,0.28,6.57,1897.62,3.37,171.3181126,6.49,10.10,19.01
9,1897,4.98,0.18,0.29,6.76,1897.71,3.37,174.5652071,6.31,10.17,19.37
10,1897,4.82,0.18,0.29,6.66,1897.79,3.36,171.4935736,6.40,10.32,19.03
11,1897,4.65,0.18,0.3,6.66,1897.87,3.36,165.445045,6.40,10.67,18.36
12,1897,4.75,0.18,0.31,6.66,1897.96,3.35,169.003003,6.40,11.03,18.75
1,1898,4.88,0.18,0.31,6.66,1898.04,3.35,173.6283483,6.40,11.03,19.25
2,1898,4.87,0.18,0.32,6.76,1898.12,3.33,170.7093491,6.31,11.22,18.92
3,1898,4.65,0.19,0.32,6.76,1898.21,3.31,162.9976331,6.66,11.22,18.04
4,1898,4.57,0.19,0.32,6.76,1898.29,3.29,160.1933728,6.66,11.22,17.71
5,1898,4.87,0.19,0.33,7.23,1898.37,3.27,159.6120609,6.23,10.82,17.6
6,1898,5.06,0.19,0.33,6.76,1898.46,3.25,177.3694675,6.66,11.57,19.54
7,1898,5.08,0.19,0.33,6.66,1898.54,3.23,180.7442643,6.76,11.74,19.86
8,1898,5.27,0.19,0.34,6.66,1898.62,3.2,187.5043844,6.76,12.10,20.54
9,1898,5.26,0.2,0.34,6.66,1898.71,3.18,187.1485886,7.12,12.10,20.44
10,1898,5.15,0.2,0.34,6.66,1898.79,3.16,183.2348348,7.12,12.10,19.95
11,1898,5.32,0.2,0.35,6.66,1898.87,3.14,189.2833634,7.12,12.45,20.53
12,1898,5.65,0.2,0.35,6.76,1898.96,3.12,198.0508876,7.01,12.27,21.4
1,1899,6.08,0.2,0.36,6.76,1899.04,3.1,213.123787,7.01,12.62,22.93
2,1899,6.31,0.2,0.37,6.95,1899.12,3.1,215.139223,6.82,12.62,23.05
3,1899,6.4,0.2,0.38,6.95,1899.21,3.11,218.2077698,6.82,12.96,23.28
4,1899,6.48,0.2,0.39,7.04,1899.29,3.11,218.1109091,6.73,13.13,23.15
5,1899,6.21,0.2,0.4,7.04,1899.37,3.12,209.0229545,6.73,13.46,22.09
6,1899,6.07,0.21,0.42,7.14,1899.46,3.12,201.4491877,6.97,13.94,21.21
7,1899,6.28,0.21,0.43,7.23,1899.54,3.13,205.824177,6.88,14.09,21.56
8,1899,6.44,0.21,0.44,7.33,1899.62,3.13,208.1885948,6.79,14.22,21.73
9,1899,6.37,0.21,0.45,7.61,1899.71,3.13,198.3489093,6.54,14.01,20.59
10,1899,6.34,0.21,0.46,7.71,1899.79,3.14,194.8542672,6.45,14.14,20.15
11,1899,6.46,0.21,0.47,7.8,1899.87,3.14,196.2514872,6.38,14.28,20.2
12,1899,6.02,0.21,0.48,7.9,1899.96,3.15,180.569519,6.30,14.40,18.51
1,1900,6.1,0.22,0.48,7.9,1900.04,3.15,182.9691139,6.60,14.40,18.67
2,1900,6.21,0.23,0.48,7.99,1900.12,3.15,184.170413,6.82,14.24,18.7
3,1900,6.26,0.23,0.48,7.99,1900.21,3.14,185.6532666,6.82,14.24,18.78
4,1900,6.34,0.24,0.48,7.99,1900.29,3.14,188.0258323,7.12,14.24,18.94
5,1900,6.04,0.25,0.48,7.8,1900.37,3.13,183.4921026,7.59,14.58,18.4
6,1900,5.86,0.26,0.48,7.71,1900.46,3.13,180.1018936,7.99,14.75,17.99
7,1900,5.86,0.26,0.48,7.8,1900.54,3.13,178.0237949,7.90,14.58,17.69
8,1900,5.94,0.27,0.48,7.71,1900.62,3.12,182.5606226,8.30,14.75,18.07
9,1900,5.8,0.28,0.48,7.8,1900.71,3.12,176.2010256,8.51,14.58,17.34
10,1900,6.01,0.29,0.48,7.71,1900.79,3.11,184.7120104,8.91,14.75,18.1
11,1900,6.48,0.29,0.48,7.71,1900.87,3.11,199.1570428,8.91,14.75,19.42
12,1900,6.87,0.3,0.48,7.61,1900.96,3.1,213.9178975,9.34,14.95,20.74
1,1901,7.07,0.3,0.48,7.71,1901.04,3.1,217.2901686,9.22,14.75,20.98
2,1901,7.25,0.3,0.48,7.61,1901.12,3.11,225.7503285,9.34,14.95,21.68
3,1901,7.51,0.31,0.49,7.61,1901.21,3.11,233.8462024,9.65,15.26,22.35
4,1901,8.14,0.31,0.49,7.52,1901.29,3.12,256.4965957,9.77,15.44,24.41
5,1901,7.73,0.31,0.49,7.52,1901.37,3.13,243.577234,9.77,15.44,23.06
6,1901,8.5,0.31,0.49,7.52,1901.46,3.13,267.8404255,9.77,15.44,25.24
7,1901,7.93,0.31,0.49,7.61,1901.54,3.14,246.9241524,9.65,15.26,23.14
8,1901,8.04,0.31,0.49,7.71,1901.62,3.15,247.1022568,9.53,15.06,23.08
9,1901,8,0.32,0.5,7.8,1901.71,3.15,243.0358974,9.72,15.19,22.59
10,1901,7.91,0.32,0.5,7.8,1901.79,3.16,240.3017436,9.72,15.19,22.25
11,1901,8.08,0.32,0.5,7.9,1901.87,3.17,242.3590886,9.60,15.00,22.38
12,1901,7.95,0.32,0.5,7.99,1901.96,3.17,235.7737171,9.49,14.83,21.68
1,1902,8.12,0.32,0.51,7.9,1902.04,3.18,243.5588861,9.60,15.30,22.34
2,1902,8.19,0.32,0.52,7.9,1902.12,3.19,245.6585316,9.60,15.60,22.46
3,1902,8.2,0.32,0.53,7.9,1902.21,3.2,245.958481,9.60,15.90,22.41
4,1902,8.48,0.32,0.54,7.99,1902.29,3.21,251.491965,9.49,16.01,22.82
5,1902,8.46,0.32,0.55,8.09,1902.37,3.22,247.7974784,9.37,16.11,22.43
6,1902,8.41,0.33,0.57,8.18,1902.46,3.23,243.6226895,9.56,16.51,21.96
7,1902,8.6,0.33,0.58,8.18,1902.54,3.24,249.1266504,9.56,16.80,22.39
8,1902,8.83,0.33,0.59,8.09,1902.62,3.25,258.6349567,9.67,17.28,23.17
9,1902,8.85,0.33,0.6,8.18,1902.71,3.26,256.3687042,9.56,17.38,22.86
10,1902,8.57,0.33,0.61,8.75,1902.79,3.27,232.0853943,8.94,16.52,20.6
11,1902,8.24,0.33,0.62,8.47,1902.87,3.28,230.5254309,9.23,17.35,20.41
12,1902,8.05,0.33,0.63,8.56,1902.96,3.29,222.8420561,9.14,17.44,19.63
1,1903,8.46,0.33,0.62,8.66,1903.04,3.3,231.4874827,9.03,16.96,20.32
2,1903,8.41,0.33,0.61,8.66,1903.12,3.31,230.1193533,9.03,16.69,20.11
3,1903,8.08,0.34,0.61,8.37,1903.21,3.32,228.7499164,9.63,17.27,19.88
4,1903,7.75,0.34,0.6,8.37,1903.29,3.33,219.4074074,9.63,16.99,18.98
5,1903,7.6,0.34,0.59,8.18,1903.37,3.33,220.1584352,9.85,17.09,18.95
6,1903,7.18,0.34,0.58,8.18,1903.46,3.34,207.9917848,9.85,16.80,17.82
7,1903,6.85,0.34,0.57,8.18,1903.54,3.35,198.4322738,9.85,16.51,16.92
8,1903,6.63,0.34,0.56,8.18,1903.62,3.36,192.0592665,9.85,16.22,16.3
9,1903,6.47,0.35,0.56,8.28,1903.71,3.37,185.1607729,10.02,16.03,15.65
10,1903,6.26,0.35,0.55,8.18,1903.79,3.38,181.3410269,10.14,15.93,15.25
11,1903,6.28,0.35,0.54,8.09,1903.87,3.38,183.9442274,10.25,15.82,15.41
12,1903,6.57,0.35,0.53,8.09,1903.96,3.39,192.4384672,10.25,15.52,16.04
1,1904,6.68,0.35,0.53,8.28,1904.04,3.4,191.170628,10.02,15.17,15.86
2,1904,6.5,0.34,0.52,8.47,1904.12,3.41,181.8465171,9.51,14.55,15.02
3,1904,6.48,0.34,0.52,8.37,1904.21,3.41,183.4529032,9.63,14.72,15.08
4,1904,6.64,0.34,0.52,8.28,1904.29,3.42,190.0258937,9.73,14.88,15.57
5,1904,6.5,0.33,0.51,8.09,1904.37,3.43,190.3881335,9.67,14.94,15.53
6,1904,6.51,0.33,0.51,8.09,1904.46,3.43,190.6810383,9.67,14.94,15.47
7,1904,6.78,0.33,0.51,8.09,1904.54,3.44,198.5894685,9.67,14.94,16.04
8,1904,7.01,0.32,0.5,8.18,1904.62,3.45,203.0671883,9.27,14.48,16.3
9,1904,7.32,0.32,0.5,8.28,1904.71,3.45,209.4863768,9.16,14.31,16.74
10,1904,7.75,0.32,0.5,8.28,1904.79,3.46,221.7922705,9.16,14.31,17.63
11,1904,8.17,0.31,0.49,8.47,1904.87,3.47,228.5670838,8.67,13.71,18.08
12,1904,8.25,0.31,0.49,8.47,1904.96,3.47,230.8051948,8.67,13.71,18.16
1,1905,8.43,0.31,0.51,8.47,1905.04,3.48,235.8409445,8.67,14.27,18.46
2,1905,8.8,0.31,0.52,8.47,1905.12,3.48,246.1922078,8.67,14.55,19.17
3,1905,9.05,0.32,0.54,8.37,1905.21,3.47,256.2112306,9.06,15.29,19.83
4,1905,8.94,0.32,0.55,8.37,1905.29,3.47,253.0970609,9.06,15.57,19.48
5,1905,8.5,0.32,0.57,8.28,1905.37,3.46,243.2560386,9.16,16.31,18.63
6,1905,8.6,0.32,0.58,8.28,1905.46,3.46,246.1178744,9.16,16.60,18.74
7,1905,8.87,0.32,0.6,8.28,1905.54,3.46,253.8448309,9.16,17.17,19.21
8,1905,9.2,0.32,0.61,8.37,1905.62,3.45,260.4578256,9.06,17.27,19.57
9,1905,9.23,0.33,0.63,8.28,1905.71,3.45,264.1474396,9.44,18.03,19.74
10,1905,9.36,0.33,0.64,8.28,1905.79,3.44,267.8678261,9.44,18.32,19.9
11,1905,9.31,0.33,0.66,8.37,1905.87,3.44,263.5719952,9.34,18.69,19.44
12,1905,9.54,0.33,0.67,8.47,1905.96,3.43,266.8947344,9.23,18.74,19.58
1,1906,9.87,0.34,0.68,8.47,1906.04,3.43,276.1269421,9.51,19.02,20.13
2,1906,9.8,0.34,0.69,8.47,1906.12,3.45,274.168595,9.51,19.30,19.87
3,1906,9.56,0.35,0.69,8.47,1906.21,3.47,267.4542621,9.79,19.30,19.26
4,1906,9.43,0.35,0.7,8.47,1906.29,3.49,263.8173318,9.79,19.58,18.88
5,1906,9.18,0.36,0.71,8.56,1906.37,3.51,254.1229907,9.97,19.65,18.05
6,1906,9.3,0.37,0.72,8.56,1906.46,3.53,257.4448598,10.24,19.93,18.17
7,1906,9.06,0.37,0.72,8.28,1906.54,3.55,259.2823188,10.59,20.61,18.2
8,1906,9.73,0.38,0.73,8.47,1906.62,3.57,272.2102479,10.63,20.42,18.97
9,1906,10.03,0.38,0.74,8.56,1906.71,3.59,277.6528972,10.52,20.48,19.2
10,1906,9.73,0.39,0.75,8.75,1906.79,3.61,263.49952,10.56,20.31,18.1
11,1906,9.93,0.39,0.75,8.85,1906.87,3.63,265.8771525,10.44,20.08,18.14
12,1906,9.84,0.4,0.76,8.94,1906.96,3.65,260.8150336,10.60,20.14,17.66
1,1907,9.56,0.4,0.75,8.85,1907.04,3.67,255.9703503,10.71,20.08,17.22
2,1907,9.26,0.41,0.74,9.04,1907.12,3.69,242.7267257,10.75,19.40,16.22
3,1907,8.35,0.41,0.74,8.94,1907.21,3.7,221.3217002,10.87,19.61,14.69
4,1907,8.39,0.41,0.73,8.94,1907.29,3.72,222.3819239,10.87,19.35,14.67
5,1907,8.1,0.42,0.72,9.13,1907.37,3.74,210.2273823,10.90,18.69,13.79
6,1907,7.84,0.42,0.71,9.23,1907.46,3.75,201.2747996,10.78,18.23,13.14
7,1907,8.14,0.42,0.7,9.23,1907.54,3.77,208.9766414,10.78,17.97,13.59
8,1907,7.53,0.43,0.69,9.23,1907.62,3.79,193.3162297,11.04,17.71,12.51
9,1907,7.45,0.43,0.69,9.23,1907.71,3.8,191.2624052,11.04,17.71,12.33
10,1907,6.64,0.43,0.68,9.32,1907.79,3.82,168.8212876,10.93,17.29,10.83
11,1907,6.25,0.44,0.67,8.94,1907.87,3.84,165.6599553,11.66,17.76,10.59
12,1907,6.57,0.44,0.66,8.75,1907.96,3.85,177.9231086,11.92,17.87,11.33
1,1908,6.85,0.44,0.65,8.66,1908.04,3.87,187.4337182,12.04,17.79,11.9
2,1908,6.6,0.43,0.65,8.56,1908.12,3.86,182.7028037,11.90,17.99,11.55
3,1908,6.87,0.43,0.64,8.56,1908.21,3.85,190.1770093,11.90,17.72,11.98
4,1908,7.24,0.43,0.63,8.66,1908.29,3.84,198.105127,11.77,17.24,12.45
5,1908,7.63,0.42,0.63,8.66,1908.37,3.83,208.7765358,11.49,17.24,13.08
6,1908,7.64,0.42,0.62,8.66,1908.46,3.82,209.0501617,11.49,16.96,13.05
7,1908,7.92,0.42,0.61,8.75,1908.54,3.82,214.4826514,11.37,16.52,13.35
8,1908,8.26,0.41,0.61,8.75,1908.62,3.81,223.69024,11.10,16.52,13.88
9,1908,8.17,0.41,0.6,8.75,1908.71,3.8,221.2529371,11.10,16.25,13.7
10,1908,8.27,0.41,0.59,8.85,1908.79,3.79,221.4304181,10.98,15.80,13.69
11,1908,8.83,0.4,0.59,8.94,1908.87,3.78,234.0443848,10.60,15.64,14.44
12,1908,9.03,0.4,0.58,9.04,1908.96,3.77,236.6978761,10.48,15.20,14.58
1,1909,9.06,0.4,0.6,8.94,1909.04,3.76,240.1406711,10.60,15.90,14.76
2,1909,8.8,0.41,0.61,9.04,1909.12,3.77,230.6690265,10.75,15.99,14.17
3,1909,8.92,0.41,0.63,9.04,1909.21,3.79,233.8145133,10.75,16.51,14.34
4,1909,9.32,0.41,0.64,9.23,1909.29,3.8,239.2705525,10.53,16.43,14.65
5,1909,9.63,0.42,0.66,9.32,1909.37,3.81,244.8417167,10.68,16.78,14.95
6,1909,9.8,0.42,0.67,9.42,1909.46,3.82,246.518896,10.57,16.85,15.04
7,1909,9.94,0.42,0.69,9.42,1909.54,3.84,250.0405945,10.57,17.36,15.23
8,1909,10.18,0.43,0.7,9.51,1909.62,3.85,253.6543428,10.71,17.44,15.42
9,1909,10.19,0.43,0.72,9.61,1909.71,3.86,251.261436,10.60,17.75,15.25
10,1909,10.23,0.43,0.73,9.8,1909.79,3.87,247.3572245,10.40,17.65,14.99
11,1909,10.18,0.44,0.75,9.9,1909.87,3.89,243.661899,10.53,17.95,14.75
12,1909,10.3,0.44,0.76,9.99,1909.96,3.9,244.3131131,10.44,18.03,14.75
1,1910,10.08,0.44,0.76,9.9,1910.04,3.91,241.2683636,10.53,18.19,14.55
2,1910,9.72,0.45,0.76,9.9,1910.12,3.92,232.6516364,10.77,18.19,14
3,1910,9.96,0.45,0.75,10.09,1910.21,3.92,233.906997,10.57,17.61,14.05
4,1910,9.72,0.45,0.75,10.18,1910.29,3.93,226.2525737,10.47,17.46,13.56
5,1910,9.56,0.45,0.75,9.99,1910.37,3.93,226.7605205,10.67,17.79,13.57
6,1910,9.1,0.46,0.75,9.9,1910.46,3.94,217.8117172,11.01,17.95,13.02
7,1910,8.64,0.46,0.74,9.9,1910.54,3.95,206.8014545,11.01,17.71,12.34
8,1910,8.85,0.46,0.74,9.8,1910.62,3.95,213.9893878,11.12,17.89,12.75
9,1910,8.91,0.46,0.74,9.7,1910.71,3.96,217.6611959,11.24,18.08,12.94
10,1910,9.32,0.47,0.74,9.42,1910.79,3.96,234.4445011,11.82,18.61,13.92
11,1910,9.31,0.47,0.73,9.23,1910.87,3.97,239.0138245,12.07,18.74,14.16
12,1910,9.05,0.47,0.73,9.23,1910.96,3.97,232.3388949,12.07,18.74,13.74
1,1911,9.27,0.47,0.72,9.23,1911.04,3.98,237.9869122,12.07,18.48,14.05
2,1911,9.43,0.47,0.71,8.94,1911.12,3.98,249.9477405,12.46,18.82,14.72
3,1911,9.32,0.47,0.7,9.04,1911.21,3.99,244.299469,12.32,18.35,14.37
4,1911,9.28,0.47,0.68,8.75,1911.29,3.99,251.3130057,12.73,18.42,14.75
5,1911,9.48,0.47,0.67,8.75,1911.37,3.99,256.7292343,12.73,18.14,15.05
6,1911,9.67,0.47,0.66,8.75,1911.46,3.99,261.8746514,12.73,17.87,15.33
7,1911,9.63,0.47,0.65,8.85,1911.54,4,257.8446102,12.58,17.40,15.08
8,1911,9.17,0.47,0.64,9.13,1911.62,4,237.9981599,12.20,16.61,13.9
9,1911,8.67,0.47,0.63,9.23,1911.71,4,222.5832286,12.07,16.17,13
10,1911,8.72,0.47,0.61,9.23,1911.79,4,223.8668689,12.07,15.66,13.07
11,1911,9.07,0.47,0.6,9.13,1911.87,4.01,235.4027601,12.20,15.57,13.73
12,1911,9.11,0.47,0.59,9.04,1911.96,4.01,238.7948673,12.32,15.47,13.93
1,1912,9.12,0.47,0.6,9.13,1912.04,4.01,236.70046,12.20,15.57,13.79
2,1912,9.04,0.47,0.61,9.23,1912.12,4.05,232.0821668,12.07,15.66,13.53
3,1912,9.3,0.47,0.62,9.42,1912.21,4.08,233.9414013,11.82,15.60,13.64
4,1912,9.59,0.47,0.63,9.7,1912.29,4.12,234.2728247,11.48,15.39,13.65
5,1912,9.58,0.47,0.64,9.7,1912.37,4.16,234.0285361,11.48,15.63,13.65
6,1912,9.58,0.48,0.65,9.61,1912.46,4.19,236.2202706,11.84,16.03,13.79
7,1912,9.59,0.48,0.65,9.61,1912.54,4.23,236.466847,11.84,16.03,13.8
8,1912,9.81,0.48,0.66,9.7,1912.62,4.27,239.6471753,11.73,16.12,13.98
9,1912,9.86,0.48,0.67,9.8,1912.71,4.3,238.4107755,11.61,16.20,13.93
10,1912,9.84,0.48,0.68,9.8,1912.79,4.34,237.9271837,11.61,16.44,13.91
11,1912,9.73,0.48,0.69,9.8,1912.87,4.38,235.2674286,11.61,16.68,13.75
12,1912,9.38,0.48,0.7,9.7,1912.96,4.41,229.1427629,11.73,17.10,13.39
1,1913,9.3,0.48,0.69,9.8,1913.04,4.45,224.8702041,11.61,16.68,13.15
2,1913,8.97,0.48,0.69,9.8,1913.12,4.43,216.8909388,11.61,16.68,12.68
3,1913,8.8,0.48,0.68,9.8,1913.21,4.4,212.7804082,11.61,16.44,12.44
4,1913,8.79,0.48,0.68,9.8,1913.29,4.38,212.5386122,11.61,16.44,12.43
5,1913,8.55,0.48,0.67,9.7,1913.37,4.35,208.8668041,11.73,16.37,12.22
6,1913,8.12,0.48,0.67,9.8,1913.46,4.33,196.3382857,11.61,16.20,11.49
7,1913,8.23,0.48,0.66,9.9,1913.54,4.31,196.9879596,11.49,15.80,11.53
8,1913,8.45,0.48,0.65,9.9,1913.62,4.28,202.2537374,11.49,15.56,11.85
9,1913,8.53,0.48,0.65,10,1913.71,4.26,202.12688,11.37,15.40,11.84
10,1913,8.26,0.48,0.64,10,1913.79,4.23,195.72896,11.37,15.17,11.47
11,1913,8.05,0.48,0.64,10.1,1913.87,4.21,188.8641584,11.26,15.02,11.07
12,1913,8.04,0.48,0.63,10,1913.96,4.18,190.51584,11.37,14.93,11.17
1,1914,8.37,0.48,0.62,10,1914.04,4.16,198.33552,11.37,14.69,11.64
2,1914,8.48,0.47,0.61,9.9,1914.12,4.17,202.971798,11.25,14.60,11.91
3,1914,8.32,0.47,0.6,9.9,1914.21,4.17,199.1421414,11.25,14.36,11.69
4,1914,8.12,0.46,0.59,9.8,1914.29,4.18,196.3382857,11.12,14.27,11.52
5,1914,8.17,0.46,0.58,9.9,1914.37,4.19,195.5518384,11.01,13.88,11.48
6,1914,8.13,0.45,0.58,9.9,1914.46,4.19,194.5944242,10.77,13.88,11.43
7,1914,7.68,0.45,0.57,10,1914.54,4.2,181.98528,10.66,13.51,10.69
8,1914,7.68,0.44,0.56,10.2,1914.62,4.21,178.4169412,10.22,13.01,10.49
9,1914,7.68,0.44,0.55,10.2,1914.71,4.21,178.4169412,10.22,12.78,10.5
10,1914,7.68,0.43,0.54,10.1,1914.79,4.22,180.1834455,10.09,12.67,10.61
11,1914,7.68,0.43,0.53,10.2,1914.87,4.23,178.4169412,9.99,12.31,10.52
12,1914,7.35,0.42,0.52,10.1,1914.96,4.23,172.4411881,9.85,12.20,10.17
1,1915,7.48,0.42,0.55,10.1,1915.04,4.24,175.4911683,9.85,12.90,10.36
2,1915,7.38,0.42,0.58,10,1915.12,4.22,174.87648,9.95,13.74,10.33
3,1915,7.57,0.42,0.61,9.9,1915.21,4.21,181.1906263,10.05,14.60,10.71
4,1915,8.14,0.42,0.64,10,1915.29,4.19,192.88544,9.95,15.17,11.4
5,1915,7.95,0.42,0.67,10.1,1915.37,4.18,186.5180198,9.85,15.72,11.03
6,1915,8.04,0.43,0.7,10.1,1915.46,4.16,188.6295446,10.09,16.42,11.15
7,1915,8.01,0.43,0.73,10.1,1915.54,4.15,187.925703,10.09,17.13,11.11
8,1915,8.35,0.43,0.76,10.1,1915.62,4.13,195.9025743,10.09,17.83,11.58
9,1915,8.66,0.43,0.79,10.1,1915.71,4.11,203.175604,10.09,18.53,12.01
10,1915,9.14,0.43,0.82,10.2,1915.79,4.1,212.3347451,9.99,19.05,12.55
11,1915,9.46,0.43,0.85,10.3,1915.87,4.08,217.6351068,9.89,19.55,12.86
12,1915,9.48,0.43,0.88,10.3,1915.96,4.07,218.0952233,9.89,20.25,12.88
1,1916,9.33,0.44,0.93,10.4,1916.04,4.05,212.5804615,10.03,21.19,12.54
2,1916,9.2,0.45,0.99,10.4,1916.12,4.07,209.6184615,10.25,22.56,12.35
3,1916,9.17,0.46,1.04,10.5,1916.21,4.08,206.9450667,10.38,23.47,12.18
4,1916,9.07,0.47,1.1,10.6,1916.29,4.1,202.757283,10.51,24.59,11.91
5,1916,9.27,0.48,1.15,10.7,1916.37,4.11,205.291514,10.63,25.47,12.03
6,1916,9.36,0.5,1.21,10.8,1916.46,4.13,205.3653333,10.97,26.55,12
7,1916,9.23,0.51,1.26,10.8,1916.54,4.14,202.513037,11.19,27.65,11.79
8,1916,9.3,0.52,1.31,10.9,1916.62,4.16,202.1768807,11.30,28.48,11.73
9,1916,9.68,0.53,1.37,11.1,1916.71,4.17,206.6461982,11.31,29.25,11.94
10,1916,9.98,0.54,1.42,11.3,1916.79,4.19,209.2797168,11.32,29.78,12.05
11,1916,10.21,0.55,1.48,11.5,1916.87,4.2,210.3792696,11.33,30.50,12.05
12,1916,9.8,0.56,1.53,11.6,1916.96,4.22,200.1903448,11.44,31.25,11.41
1,1917,9.57,0.57,1.51,11.7,1917.04,4.23,193.8211282,11.54,30.58,10.99
2,1917,9.03,0.58,1.49,12,1917.12,4.26,178.3124,11.45,29.42,10.06
3,1917,9.31,0.59,1.47,12,1917.21,4.29,183.8414667,11.65,29.03,10.33
4,1917,9.17,0.6,1.45,12.6,1917.29,4.32,172.4542222,11.28,27.27,9.64
5,1917,8.86,0.61,1.43,12.8,1917.37,4.34,164.02075,11.29,26.47,9.14
6,1917,9.04,0.63,1.41,13,1917.46,4.37,164.7783385,11.48,25.70,9.15
7,1917,8.79,0.64,1.38,12.8,1917.54,4.4,162.724875,11.85,25.55,9
8,1917,8.53,0.65,1.36,13,1917.62,4.43,155.4822154,11.85,24.79,8.57
9,1917,8.12,0.66,1.34,13.3,1917.71,4.46,144.6703158,11.76,23.87,7.95
10,1917,7.68,0.67,1.32,13.5,1917.79,4.49,134.8039111,11.76,23.17,7.39
11,1917,7.04,0.68,1.3,13.5,1917.87,4.51,123.5702519,11.94,22.82,6.75
12,1917,6.8,0.69,1.28,13.7,1917.96,4.54,117.6151825,11.93,22.14,6.41
1,1918,7.21,0.68,1.26,14,1918.04,4.57,122.0344,11.51,21.33,6.64
2,1918,7.43,0.67,1.23,14.1,1918.12,4.56,124.866156,11.26,20.67,6.78
3,1918,7.28,0.66,1.21,14,1918.21,4.56,123.2192,11.17,20.48,6.69
4,1918,7.21,0.65,1.18,14.2,1918.29,4.55,120.3156056,10.85,19.69,6.52
5,1918,7.44,0.64,1.16,14.5,1918.37,4.55,121.5849931,10.46,18.96,6.58
6,1918,7.45,0.63,1.14,14.7,1918.46,4.54,120.0919728,10.16,18.38,6.5
7,1918,7.51,0.62,1.11,15.1,1918.54,4.54,117.8522914,9.73,17.42,6.37
8,1918,7.58,0.61,1.09,15.4,1918.62,4.53,116.6335584,9.39,16.77,6.3
9,1918,7.54,0.6,1.06,15.7,1918.71,4.52,113.801172,9.06,16.00,6.15
10,1918,7.86,0.59,1.04,16,1918.79,4.52,116.4066,8.74,15.40,6.29
11,1918,8.06,0.58,1.01,16.3,1918.87,4.51,117.1716319,8.43,14.68,6.33
12,1918,7.9,0.57,0.99,16.5,1918.96,4.51,113.4535758,8.19,14.22,6.13
1,1919,7.85,0.57,0.99,16.5,1919.04,4.5,112.7355152,8.19,14.22,6.1
2,1919,7.88,0.56,0.98,16.2,1919.12,4.54,115.2620247,8.19,14.33,6.24
3,1919,8.12,0.56,0.98,16.4,1919.21,4.58,117.3240976,8.09,14.16,6.36
4,1919,8.39,0.56,0.97,16.7,1919.29,4.62,119.0475689,7.95,13.76,6.46
5,1919,8.97,0.55,0.97,16.9,1919.37,4.66,125.7710769,7.71,13.60,6.83
6,1919,9.21,0.55,0.96,16.9,1919.46,4.7,129.1361893,7.71,13.46,7.02
7,1919,9.51,0.55,0.96,17.4,1919.54,4.74,129.5108966,7.49,13.07,7.05
8,1919,8.87,0.54,0.95,17.7,1919.62,4.77,118.7477514,7.23,12.72,6.48
9,1919,9.01,0.54,0.95,17.8,1919.71,4.81,119.9443596,7.19,12.65,6.56
